INSTANCE,NR_SEQUENCES,MEAN_SEQ_LENGTH,NR_CLUSTERS_BEFORE_MINCLUSTERS,NR_CLUSTERS_MINCLUSTERS,TIME_TRACING_MINCLUSTERS,NR_SHARED_HOMOLOGIES_MINCLUSTERS,NR_HOMOLOGIES_REF,NR_HOMOLOGIES_MINCLUSTERS,NR_ALIGNED_COLS_REF,NR_ALIGNED_COLS_MINCLUSTERS,SPFN_MINCLUSTERS,SPFP_MINCLUSTERS,NR_CLUSTERS_BEFORE_CP,NR_CLUSTERS_CP,TIME_TRACING_CP,NR_SHARED_HOMOLOGIES_CP,NR_HOMOLOGIES_CP,NR_ALIGNED_COLS_CP,SPFN_CP,SPFP_CP
ROSE-1000S1-R7-rose.aln.true.fasta,1000,150.173,150,150,0.020244598388671875,63687536,74492454,73723063,217,320,0.14504714799703067,0.13612466155943626,150,150,33.85603713989258,63687536,73723063,320,0.14504714799703067,0.13612466155943626
ROSE-1000S1-R0-rose.aln.true.fasta,1000,166.696,165,165,0.021871089935302734,64776203,82306651,81271938,228,500,0.21298944601694458,0.20296962772070226,165,165,40.84693956375122,64776203,81271938,500,0.21298944601694458,0.20296962772070226
ROSE-1000L2-R4-rose.aln.true.fasta,1000,93.993,93,101,0.021912574768066406,26570654,46296453,42074900,198,545,0.42607581621857726,0.3684915709841259,93,101,280.62257289886475,26570654,42074900,545,0.42607581621857726,0.3684915709841259
ROSE-1000M3-R6-rose.aln.true.fasta,1000,113.947,113,113,0.010843038558959961,55120087,56334629,56323216,220,222,0.021559421293073533,0.021361155939675025,113,113,18.644673109054565,55120087,56323216,222,0.021559421293073533,0.021361155939675025
ROSE-1000L3-R16-rose.aln.true.fasta,1000,65.989,66,66,0.024004697799682617,24488311,32505918,31749934,148,293,0.24665068680724533,0.22871301086799112,66,66,7.230751037597656,24488311,31749934,293,0.24665068680724533,0.22871301086799112
ROSE-1000L2-R12-rose.aln.true.fasta,1000,103.547,103,116,0.04627823829650879,30105317,51334013,46617735,163,530,0.41354055058972305,0.35420892928410186,103,116,11258.554609060287,30079685,46508905,532,0.4140398686539468,0.353248910074318
ROSE-1000S2-R11-rose.aln.true.fasta,1000,177.514,177,177,0.02286219596862793,70842474,88321639,86499334,251,534,0.19790353981089503,0.1810055554878608,177,177,50.236273765563965,70842474,86499334,534,0.19790353981089503,0.1810055554878608
ROSE-1000M4-R3-rose.aln.true.fasta,1000,129.476,138,147,0.02006220817565918,60442846,63550400,63118798,210,223,0.04889904705556536,0.04239548414721084,138,147,8528.601228237152,59985577,62654823,226,0.056094422694428325,0.04260240269132998
ROSE-1000L2-R17-rose.aln.true.fasta,1000,173.191,173,173,0.018835783004760742,84712187,86315248,86231403,241,262,0.01857216467709155,0.017617897275775563,173,173,49.030983686447144,84712187,86231403,262,0.01857216467709155,0.017617897275775563
ROSE-1000L2-R7-rose.aln.true.fasta,1000,153.311,153,153,0.015177726745605469,74814873,76340133,76264394,201,237,0.01997979228042479,0.019006523542296816,153,153,34.838067293167114,74814873,76264394,237,0.01997979228042479,0.019006523542296816
ROSE-1000M2-R9-rose.aln.true.fasta,1000,78.156,78,78,0.0273435115814209,20910357,38571227,36053960,163,401,0.45787680023764865,0.4200260664847911,78,78,12.28022289276123,20910357,36053960,401,0.45787680023764865,0.4200260664847911
ROSE-1000M3-R10-rose.aln.true.fasta,1000,128.252,131,134,0.019663095474243164,53406002,63344838,62320338,234,332,0.1569004880871272,0.14304055924728776,131,134,37.859506607055664,53348181,61855514,332,0.1578132854329819,0.13753556392725153
ROSE-1000L2-R15-rose.aln.true.fasta,1000,130.015,49,68,0.13615703582763672,6565460,63917840,19351254,193,1693,0.8972828243257281,0.6607217289380833,,,,0,0,0,,
ROSE-1000M2-R19-rose.aln.true.fasta,1000,83.561,90,96,0.013562679290771484,33172915,40306405,39349025,214,294,0.17698154921035503,0.15695712917918547,90,96,86.12317085266113,33172915,39349025,294,0.17698154921035503,0.15695712917918547
ROSE-1000L1-R9-rose.aln.true.fasta,1000,73.543,72,84,0.046752214431762695,11774128,35881535,29242720,184,658,0.6718610839809389,0.5973654981479151,72,84,1612.8160841464996,11771758,29229502,658,0.6719271346668976,0.5972645035142918
ROSE-1000L2-R14-rose.aln.true.fasta,1000,112.269,112,112,0.01848006248474121,51892347,55877824,55487823,163,286,0.07132484257082017,0.06479756828809091,112,112,20.874592542648315,51892347,55487823,286,0.07132484257082017,0.06479756828809091
ROSE-1000S1-R11-rose.aln.true.fasta,1000,153.803,155,158,0.022800207138061523,59406599,76086257,74512466,236,441,0.21922037773523284,0.2027293929582199,155,158,41.17530703544617,59497322,74646181,441,0.21802800734434868,0.2029421840080472
ROSE-1000L1-R2-rose.aln.true.fasta,1000,99.787,97,97,0.02475738525390625,26136825,48419209,45300399,232,805,0.46019719157328653,0.4230332275881279,97,97,14.154083967208862,26136825,45300399,805,0.46019719157328653,0.4230332275881279
ROSE-1000S1-R4-rose.aln.true.fasta,1000,130.078,130,130,0.017105817794799805,52437833,64421173,63793696,210,356,0.18601555112944002,0.17800917194075105,130,130,25.298330068588257,52437833,63793696,356,0.18601555112944002,0.17800917194075105
ROSE-1000S1-R16-rose.aln.true.fasta,1000,132.246,132,132,0.013864517211914062,61018461,65628701,65537244,221,257,0.07024731450954669,0.06894984781477842,132,132,25.69928288459778,61018461,65537244,257,0.07024731450954669,0.06894984781477842
ROSE-1000L2-R6-rose.aln.true.fasta,1000,131.41,131,131,0.014814615249633789,60783603,65358001,65261340,218,253,0.06998987010021929,0.06861239747758785,131,131,25.602670669555664,60783603,65261340,253,0.06998987010021929,0.06861239747758785
ROSE-1000M3-R5-rose.aln.true.fasta,1000,120.213,122,123,0.011707067489624023,57496669,59592427,59451131,174,179,0.0351681934350484,0.03287510207333144,122,123,22.370959281921387,57496669,59451131,179,0.0351681934350484,0.03287510207333144
ROSE-1000M2-R2-rose.aln.true.fasta,1000,55.258,55,55,0.023717164993286133,15229521,26393845,26100307,195,254,0.4229896780859326,0.4165003116630007,55,55,5.17404317855835,15229521,26100307,254,0.4229896780859326,0.4165003116630007
ROSE-1000M1-R16-rose.aln.true.fasta,1000,83.285,83,87,0.01750659942626953,20483041,41015479,37645557,196,516,0.5006021750958949,0.4558975179992688,83,87,17.8549165725708,20483041,37645557,516,0.5006021750958949,0.4558975179992688
ROSE-1000L1-R6-rose.aln.true.fasta,1000,107.718,107,107,0.01863884925842285,44512693,53347549,52348559,162,457,0.16560940784739708,0.14968637436610244,107,107,20.737755298614502,44512693,52348559,457,0.16560940784739708,0.14968637436610244
ROSE-1000L1-R1-rose.aln.true.fasta,1000,95.453,94,94,0.019579648971557617,29214764,46798586,44352322,246,524,0.375734044614083,0.3413024914456564,94,94,13.57676100730896,29214764,44352322,524,0.375734044614083,0.3413024914456564
ROSE-1000M3-R7-rose.aln.true.fasta,1000,100.043,106,106,0.012495994567871094,47155763,49393976,49221441,201,246,0.045313481141910916,0.04196703627591891,106,106,16.679884672164917,47155763,49221441,246,0.045313481141910916,0.04196703627591891
ROSE-1000M3-R8-rose.aln.true.fasta,1000,130.142,130,130,0.012747049331665039,63810052,64792929,64762244,188,207,0.01516951024084745,0.014702887688697097,130,130,25.039836883544922,63810052,64762244,207,0.01516951024084745,0.014702887688697097
ROSE-1000M3-R2-rose.aln.true.fasta,1000,112.301,112,113,0.012660026550292969,52526738,55305792,55242811,195,265,0.0502488780921897,0.049166089683597036,112,113,18.651691198349,52526738,55242811,265,0.0502488780921897,0.049166089683597036
ROSE-1000S3-R18-rose.aln.true.fasta,1000,193.838,194,194,0.026178836822509766,84303561,96306540,95663684,249,385,0.12463306230293392,0.1187506326852309,194,194,62.23043203353882,84303561,95663684,385,0.12463306230293392,0.1187506326852309
ROSE-1000S3-R8-rose.aln.true.fasta,1000,191.278,191,220,0.15584659576416016,49930372,95055252,86829825,245,866,0.4747226381557539,0.4249628857365543,,,,0,0,0,,
ROSE-1000S3-R2-rose.aln.true.fasta,1000,172.319,172,172,0.021518230438232422,72129624,85620113,84641017,228,430,0.15756214897777576,0.1478171392954789,172,172,43.503395318984985,72129624,84641017,430,0.15756214897777576,0.1478171392954789
ROSE-1000M1-R7-rose.aln.true.fasta,1000,76.454,76,76,0.024002790451049805,32312893,37623554,37486471,201,249,0.14115256097284168,0.13801187100274126,76,76,11.097745895385742,32312893,37486471,249,0.14115256097284168,0.13801187100274126
ROSE-1000M2-R3-rose.aln.true.fasta,1000,74.806,74,74,0.010405540466308594,30810058,36777844,36225851,196,285,0.16226579241567285,0.14950078053376858,74,74,8.611969232559204,30810058,36225851,285,0.16226579241567285,0.14950078053376858
ROSE-1000M4-R17-rose.aln.true.fasta,1000,86.712,91,95,0.00948643684387207,42276365,42836149,42772890,169,174,0.013068028127365072,0.011608404295337493,91,95,13.965296030044556,42276365,42772890,174,0.013068028127365072,0.011608404295337493
ROSE-1000M1-R4-rose.aln.true.fasta,1000,77.6,76,76,0.01624131202697754,17109658,37701951,35615756,187,554,0.5461864029264692,0.5196042448179395,76,76,9.21817421913147,17109658,35615756,554,0.5461864029264692,0.5196042448179395
ROSE-1000S3-R10-rose.aln.true.fasta,1000,168.587,168,168,0.021524429321289062,72739926,83578851,82775573,242,357,0.1296850204365695,0.12123923322161723,168,168,46.86759543418884,72739926,82775573,357,0.1296850204365695,0.12123923322161723
ROSE-1000M3-R15-rose.aln.true.fasta,1000,86.371,86,86,0.022801876068115234,39671329,42788191,42675478,195,199,0.07284397697486211,0.0703952044778503,86,86,11.375740766525269,39671329,42675478,199,0.07284397697486211,0.0703952044778503
ROSE-1000M3-R16-rose.aln.true.fasta,1000,106.322,112,118,0.015000104904174805,50704051,52798022,52737998,206,241,0.03966002741542096,0.038567011967348463,112,118,33.454779624938965,50704051,52737998,241,0.03966002741542096,0.038567011967348463
ROSE-1000L1-R7-rose.aln.true.fasta,1000,56.15,51,52,0.03343772888183594,6941504,25979766,22872129,155,719,0.7328111423328447,0.6965081825133113,51,52,6.333276271820068,6941504,22872129,719,0.7328111423328447,0.6965081825133113
ROSE-1000L2-R11-rose.aln.true.fasta,1000,115.06,115,119,0.023115873336791992,35478074,57179289,53886103,201,530,0.37952929075420994,0.34160995089958535,115,119,28.247829914093018,35478074,53886103,530,0.37952929075420994,0.34160995089958535
ROSE-1000L1-R0-rose.aln.true.fasta,1000,92.339,90,90,0.01567244529724121,34863801,44800178,44301442,237,486,0.22179324823218338,0.21303236585391505,90,90,12.53492283821106,34863801,44301442,486,0.22179324823218338,0.21303236585391505
ROSE-1000L3-R17-rose.aln.true.fasta,1000,58.448,58,58,0.021990299224853516,27063869,28812968,28748211,182,230,0.06070526993262204,0.0585894544881419,58,58,7.894991397857666,27063869,28748211,230,0.06070526993262204,0.0585894544881419
ROSE-1000M3-R13-rose.aln.true.fasta,1000,92.806,92,92,0.015400409698486328,39626818,45769244,45521908,199,337,0.13420422675104704,0.12950006401313408,92,92,16.635522603988647,39626818,45521908,337,0.13420422675104704,0.12950006401313408
ROSE-1000L3-R7-rose.aln.true.fasta,1000,60.567,72,77,0.022293806076049805,26890067,29845641,29114129,133,193,0.0990286655260646,0.07639115702207677,72,77,156.20798444747925,26890067,29114129,193,0.0990286655260646,0.07639115702207677
ROSE-1000L1-R8-rose.aln.true.fasta,1000,56.837,58,58,0.024035930633544922,20382526,27088152,26595732,138,354,0.24754830082170243,0.23361665698842204,58,58,7.954853296279907,20382526,26595732,354,0.24754830082170243,0.23361665698842204
ROSE-1000L3-R1-rose.aln.true.fasta,1000,40.74,44,45,0.02250504493713379,16132016,19911730,19659444,136,234,0.18982348595526355,0.17942664095688565,44,45,3.6229190826416016,16132016,19659444,234,0.18982348595526355,0.17942664095688565
ROSE-1000S3-R1-rose.aln.true.fasta,1000,206.711,206,207,0.021440744400024414,96755753,102723451,102428388,260,290,0.058094796678900495,0.05538147295650109,206,207,64.67613101005554,96699305,102337200,290,0.05864431092759914,0.05509135485434424
ROSE-1000L3-R6-rose.aln.true.fasta,1000,64.755,70,71,0.02303147315979004,28424639,31794248,31597549,199,298,0.10598171719614191,0.10041633292506325,70,71,7.203262567520142,28424639,31597549,298,0.10598171719614191,0.10041633292506325
ROSE-1000M1-R8-rose.aln.true.fasta,1000,107.785,105,106,0.018694639205932617,36245440,52203646,50526211,216,425,0.3056914070714525,0.282640845560337,105,106,16.564339876174927,36245440,50526211,425,0.3056914070714525,0.282640845560337
ROSE-1000S1-R6-rose.aln.true.fasta,1000,134.516,135,137,0.020119190216064453,49792518,66412461,65605555,211,321,0.2502533824187,0.24103198273377913,135,137,30.304848194122314,49815976,65693461,321,0.24990016557284334,0.24169049336584658
ROSE-1000L2-R18-rose.aln.true.fasta,1000,156.173,156,156,0.016401290893554688,76947940,77798732,77779768,190,204,0.010935808054043816,0.010694657767557292,156,156,42.39358472824097,76947940,77779768,204,0.010935808054043816,0.010694657767557292
ROSE-1000L1-R19-rose.aln.true.fasta,1000,79.666,78,82,0.014287233352661133,22322981,38881548,37268080,175,349,0.4258721129107308,0.40101607058909394,78,82,17.212395668029785,22341903,37268194,349,0.42538545533217964,0.4005101776598029
ROSE-1000M4-R6-rose.aln.true.fasta,1000,96.359,100,103,0.012422800064086914,47327576,47738430,47674450,203,200,0.008606357603297754,0.007275888867097624,100,103,16.360048055648804,47327576,47674450,200,0.008606357603297754,0.007275888867097624
ROSE-1000S3-R6-rose.aln.true.fasta,1000,184.718,185,185,0.019900798797607422,81939734,91749601,91732573,233,238,0.106919996306033,0.10675421695628229,185,185,56.612000703811646,81939734,91732573,238,0.106919996306033,0.10675421695628229
ROSE-1000M4-R18-rose.aln.true.fasta,1000,118.395,117,117,0.01170039176940918,56334665,58236188,58320405,211,230,0.032651913961126766,0.03404880333049809,117,117,20.643929481506348,56334665,58320405,230,0.032651913961126766,0.03404880333049809
ROSE-1000L2-R13-rose.aln.true.fasta,1000,124.35,125,125,0.018725872039794922,58488584,61811491,61610037,188,301,0.053758725865389656,0.05066468309376282,125,125,28.68989062309265,58488584,61610037,301,0.053758725865389656,0.05066468309376282
ROSE-1000M3-R14-rose.aln.true.fasta,1000,108.445,108,108,0.014572858810424805,50989687,53754792,53657966,192,223,0.051439227966875944,0.049727546511919574,108,108,22.773444652557373,50989687,53657966,223,0.051439227966875944,0.049727546511919574
ROSE-1000M1-R9-rose.aln.true.fasta,1000,87.74,87,88,0.017000436782836914,22584284,43245861,39895766,203,528,0.47777004601665807,0.4339177746330275,87,88,11.859811544418335,22584284,39895766,528,0.47777004601665807,0.4339177746330275
ROSE-1000S1-R8-rose.aln.true.fasta,1000,141.15,141,141,0.03206443786621094,34381598,69939961,65103649,211,854,0.5084126798412141,0.47189445556269816,141,141,38.35723280906677,34381598,65103649,854,0.5084126798412141,0.47189445556269816
ROSE-1000L2-R9-rose.aln.true.fasta,1000,153.932,154,154,0.014959573745727539,73794336,76268874,76173713,219,237,0.032444926353573766,0.031236195615146123,154,154,37.49929690361023,73794336,76173713,237,0.032444926353573766,0.031236195615146123
ROSE-1000M2-R8-rose.aln.true.fasta,1000,55.919,55,56,0.027888059616088867,11491896,27368063,24426883,195,380,0.5800983065553451,0.5295389919376943,55,56,6.836935758590698,11491896,24426883,380,0.5800983065553451,0.5295389919376943
ROSE-1000L1-R13-rose.aln.true.fasta,1000,68.529,68,68,0.03090190887451172,20178255,33867003,32050538,177,439,0.40419130089544686,0.3704238287669305,68,68,8.77116847038269,20178255,32050538,439,0.40419130089544686,0.3704238287669305
ROSE-1000S2-R2-rose.aln.true.fasta,1000,202.609,202,202,0.019237279891967773,93779702,100545870,100099033,252,265,0.06729434038414506,0.06313078968505126,202,202,61.19359064102173,93779702,100099033,265,0.06729434038414506,0.06313078968505126
ROSE-1000M4-R12-rose.aln.true.fasta,1000,111.512,117,118,0.009804725646972656,53375818,55056585,55038562,232,217,0.030527992246522362,0.030210527666038933,117,118,19.63123607635498,53375818,55038562,217,0.030527992246522362,0.030210527666038933
ROSE-1000S2-R8-rose.aln.true.fasta,1000,198.841,198,199,0.024009227752685547,84178562,98583853,97980710,257,392,0.1461222153692857,0.14086597249601474,198,199,59.82696270942688,84178562,97980710,392,0.1461222153692857,0.14086597249601474
ROSE-1000L1-R3-rose.aln.true.fasta,1000,64.557,63,63,0.02565908432006836,21365013,31449336,30223798,177,431,0.32065297022487216,0.29310628002476724,63,63,8.481046438217163,21365013,30223798,431,0.32065297022487216,0.29310628002476724
ROSE-1000S1-R17-rose.aln.true.fasta,1000,134.462,136,137,0.020960330963134766,49464454,66210908,64586728,227,447,0.25292590761630995,0.23413903240306588,136,137,27.152876377105713,49464454,64586728,447,0.25292590761630995,0.23413903240306588
ROSE-1000L1-R14-rose.aln.true.fasta,1000,84.677,84,84,0.015473365783691406,33159540,41869659,40712467,140,454,0.20802937516161768,0.18551877487551904,84,84,10.522694826126099,33159540,40712467,454,0.20802937516161768,0.18551877487551904
ROSE-1000M3-R1-rose.aln.true.fasta,1000,109.539,109,109,0.011147499084472656,52808586,54349114,54316167,196,204,0.02834504349049738,0.02775565882622022,109,109,17.466164588928223,52808586,54316167,204,0.02834504349049738,0.02775565882622022
ROSE-1000M2-R6-rose.aln.true.fasta,1000,54.913,54,54,0.022945642471313477,19065933,26447061,25877457,211,374,0.2790906709823069,0.2632223096728554,54,54,6.2642621994018555,19065933,25877457,374,0.2790906709823069,0.2632223096728554
ROSE-1000M3-R19-rose.aln.true.fasta,1000,123.096,127,127,0.011682510375976562,54173140,60606603,60245203,211,230,0.10615118949992952,0.10078915328744098,127,127,22.427013635635376,54173140,60245203,230,0.10615118949992952,0.10078915328744098
ROSE-1000M2-R12-rose.aln.true.fasta,1000,63.499,71,75,0.023021459579467773,29682227,31361758,31338045,165,178,0.05355347107773745,0.052837310049175024,71,75,26.688993215560913,29682227,31338045,178,0.05355347107773745,0.052837310049175024
ROSE-1000M3-R18-rose.aln.true.fasta,1000,92.231,92,92,0.010579347610473633,41438038,45642437,45543274,185,231,0.09211600598802383,0.09013923768414189,92,92,13.643561124801636,41438038,45543274,231,0.09211600598802383,0.09013923768414189
ROSE-1000L3-R11-rose.aln.true.fasta,1000,47.455,47,47,0.021970510482788086,20857975,23367868,23218150,192,238,0.1074078730674104,0.10165215574884301,47,47,4.04260516166687,20857975,23218150,238,0.1074078730674104,0.10165215574884301
ROSE-1000M2-R7-rose.aln.true.fasta,1000,96.193,96,101,0.020777463912963867,19852264,46502084,44425141,191,422,0.5730887243677079,0.553129972057939,96,101,293.91856622695923,19852264,44425141,422,0.5730887243677079,0.553129972057939
ROSE-1000S3-R9-rose.aln.true.fasta,1000,180.802,181,183,0.0226593017578125,80580673,89800592,89182715,234,319,0.10267102693487806,0.09645413912325951,181,183,82.57869291305542,80580673,89182715,319,0.10267102693487806,0.09645413912325951
ROSE-1000L3-R3-rose.aln.true.fasta,1000,74.825,74,74,0.0115203857421875,28253574,36548060,36074923,162,358,0.22694736738420584,0.21680847385315283,74,74,8.692222833633423,28253574,36074923,358,0.22694736738420584,0.21680847385315283
ROSE-1000S3-R12-rose.aln.true.fasta,1000,179.091,179,179,0.020550012588500977,84847526,89176491,89031240,237,269,0.048543791659171664,0.046991527917616294,179,179,48.12202739715576,84847526,89031240,269,0.048543791659171664,0.046991527917616294
ROSE-1000M3-R12-rose.aln.true.fasta,1000,108.242,109,113,0.01646137237548828,44857716,53207576,52997491,212,242,0.15692990787627692,0.1535879311720625,109,113,35.354188203811646,44842094,52906870,243,0.15722351268172785,0.1524334363382298
ROSE-1000S1-R1-rose.aln.true.fasta,1000,164.5,165,165,0.02249455451965332,71368252,81478451,81020117,242,300,0.1240843299782417,0.11912924045765083,165,165,53.58628249168396,71368252,81020117,300,0.1240843299782417,0.11912924045765083
ROSE-1000L2-R16-rose.aln.true.fasta,1000,179.097,176,176,0.026889801025390625,81107828,87943413,87530806,259,547,0.07772708343716428,0.07337962819627186,176,176,53.770864725112915,81107828,87530806,547,0.07772708343716428,0.07337962819627186
ROSE-1000L2-R19-rose.aln.true.fasta,1000,152.222,152,152,0.019596576690673828,73435477,75796778,75661402,197,243,0.031153052442413842,0.029419557940520313,152,152,37.23931288719177,73435477,75661402,243,0.031153052442413842,0.029419557940520313
ROSE-1000L1-R4-rose.aln.true.fasta,1000,68.513,73,75,0.02050042152404785,32757276,33867910,33846061,174,182,0.03279310710344985,0.032168735971964346,73,75,8.073022365570068,32757276,33846061,182,0.03279310710344985,0.032168735971964346
ROSE-1000M4-R4-rose.aln.true.fasta,1000,110.927,128,131,0.010822534561157227,52931079,54694011,54736084,214,181,0.03223263329507864,0.03297650960927345,128,131,819.4471185207367,52931079,54736084,181,0.03223263329507864,0.03297650960927345
ROSE-1000M2-R1-rose.aln.true.fasta,1000,90.427,92,92,0.012683629989624023,37729989,44262653,43769477,185,368,0.14758862285096197,0.13798401109522052,92,92,12.98817229270935,37729989,43769477,368,0.14758862285096197,0.13798401109522052
ROSE-1000M4-R19-rose.aln.true.fasta,1000,131.285,137,141,0.012694597244262695,65216207,65362490,65365472,183,184,0.002238026733681675,0.002283545049594382,137,141,197.05661034584045,65216207,65365472,184,0.002238026733681675,0.002283545049594382
ROSE-1000S3-R4-rose.aln.true.fasta,1000,192.123,192,192,0.01914834976196289,93842068,95708578,95672699,245,266,0.019502013706650168,0.01913430915124492,192,192,57.891035079956055,93842068,95672699,266,0.019502013706650168,0.01913430915124492
ROSE-1000M4-R9-rose.aln.true.fasta,1000,132.503,151,159,0.012984514236450195,63771737,65323298,64689790,245,244,0.02375203101349843,0.014191621274392774,,,,0,0,0,,
ROSE-1000M1-R15-rose.aln.true.fasta,1000,72.772,72,72,0.013353347778320312,25625175,35631749,34953481,165,341,0.2808330851230457,0.2668777395876537,72,72,8.262613773345947,25625175,34953481,341,0.2808330851230457,0.2668777395876537
ROSE-1000M3-R9-rose.aln.true.fasta,1000,88.919,90,92,0.009912967681884766,39298831,43791683,43550698,158,217,0.1025960112106219,0.09763028367536153,90,92,12.50989580154419,39298831,43550698,217,0.1025960112106219,0.09763028367536153
ROSE-1000M4-R14-rose.aln.true.fasta,1000,126.314,143,151,0.013743400573730469,60576005,62560255,61680959,253,232,0.03171742186792559,0.01791402108388096,143,151,3499.4941754341125,60576005,61680959,232,0.03171742186792559,0.01791402108388096
ROSE-1000S2-R0-rose.aln.true.fasta,1000,214.149,221,222,0.024860858917236328,100894387,106353397,104932288,251,258,0.051328966953448574,0.038481015490675285,221,222,6800.376787185669,100648534,104687641,258,0.05364062795286173,0.03858246266147114
ROSE-1000M2-R0-rose.aln.true.fasta,1000,72.328,71,71,0.026483535766601562,13315665,35251982,32773033,175,415,0.6222718767983031,0.5937005586269662,71,71,8.217005491256714,13315665,32773033,415,0.6222718767983031,0.5937005586269662
ROSE-1000S3-R15-rose.aln.true.fasta,1000,193.335,193,193,0.022427797317504883,83136981,95730672,95471840,249,286,0.13155335418516645,0.12919892399685606,193,193,56.70905041694641,83136981,95471840,286,0.13155335418516645,0.12919892399685606
ROSE-1000S2-R3-rose.aln.true.fasta,1000,213.753,213,213,0.0218045711517334,100614102,106236156,106034356,264,309,0.052920344745907455,0.0511179037103785,213,213,69.64206886291504,100614102,106034356,309,0.052920344745907455,0.0511179037103785
ROSE-1000M4-R11-rose.aln.true.fasta,1000,142.356,149,151,0.012971639633178711,69954069,70665150,70673401,218,209,0.010062682949091628,0.010178256456060408,149,151,32.993624687194824,69874948,70581629,211,0.01118234377200078,0.010012251204913447
ROSE-1000S2-R6-rose.aln.true.fasta,1000,181.45,181,181,0.022336721420288086,65331900,89773985,88312794,232,470,0.27226244885976714,0.2602215710670416,181,181,51.45398950576782,65331900,88312794,470,0.27226244885976714,0.2602215710670416
ROSE-1000S2-R4-rose.aln.true.fasta,1000,190.057,190,191,0.031600236892700195,64517602,94371950,91126431,249,619,0.3163476859384595,0.2919990249590704,190,191,56.16135239601135,64517602,91126431,619,0.3163476859384595,0.2919990249590704
ROSE-1000M1-R19-rose.aln.true.fasta,1000,68.511,68,68,0.02469801902770996,24954735,33589489,32923966,185,302,0.25706714383180995,0.24204954530690503,68,68,9.568826913833618,24954735,32923966,302,0.25706714383180995,0.24204954530690503
ROSE-1000M3-R11-rose.aln.true.fasta,1000,130.086,132,132,0.016829490661621094,54164058,62996476,63510512,225,235,0.14020495368661579,0.14716388997147434,132,132,33.01454019546509,54164058,63510512,235,0.14020495368661579,0.14716388997147434
ROSE-1000L3-R9-rose.aln.true.fasta,1000,46.226,52,52,0.024461746215820312,12071098,22554400,21796050,128,286,0.46480074841272656,0.4461795600579004,52,52,4.090592622756958,12071098,21796050,286,0.46480074841272656,0.4461795600579004
ROSE-1000M2-R16-rose.aln.true.fasta,1000,71.59,70,70,0.010840654373168945,25586248,34892205,34487581,200,355,0.26670590179095877,0.25810256161486067,70,70,7.63847804069519,25586248,34487581,355,0.26670590179095877,0.25810256161486067
ROSE-1000S3-R11-rose.aln.true.fasta,1000,207.205,207,207,0.01831793785095215,101542274,103144961,103152061,259,259,0.01553819967996306,0.015605960602183222,207,207,64.70622730255127,101542274,103152061,259,0.01553819967996306,0.015605960602183222
ROSE-1000M4-R0-rose.aln.true.fasta,1000,130.243,138,138,0.011713266372680664,63428695,64445909,64440509,208,206,0.015783996467487182,0.015701520917533407,138,138,25.33621573448181,63428695,64440509,206,0.015783996467487182,0.015701520917533407
ROSE-1000M1-R0-rose.aln.true.fasta,1000,84.614,84,84,0.014728546142578125,25143806,41706824,40153540,190,466,0.39712968793787795,0.37380848612600537,84,84,11.08096432685852,25143806,40153540,466,0.39712968793787795,0.37380848612600537
ROSE-1000M1-R11-rose.aln.true.fasta,1000,51.577,51,52,0.027349233627319336,5090617,25147603,21118325,185,361,0.7975704881296242,0.7589478805729147,51,52,4.47067403793335,5090617,21118325,361,0.7975704881296242,0.7589478805729147
ROSE-1000S2-R16-rose.aln.true.fasta,1000,185.315,184,186,0.03091740608215332,60566814,91717048,89180714,258,551,0.33963406672225216,0.32085300415962137,184,186,70.97811913490295,60566814,89180714,551,0.33963406672225216,0.32085300415962137
ROSE-1000S2-R17-rose.aln.true.fasta,1000,198.436,198,198,0.02355337142944336,90259559,98592258,98313407,242,319,0.08451676804075225,0.08192013933562492,198,198,58.771101236343384,90259559,98313407,319,0.08451676804075225,0.08192013933562492
