name,method,trace_time,run_time,memory,SPFN,SPFP
ROSE-1000L1-R0-rose.aln.true,minclusters,2.7120096683502197,1262.6481478214264,6803.2,0.09147562592496372,0.08363228145765811
ROSE-1000L1-R10-rose.aln.true,minclusters,9.093024253845215,1477.3284211158752,2852.2,0.08131985454500024,0.07032684391566812
ROSE-1000L1-R11-rose.aln.true,minclusters,0.7788379192352295,1304.8335709571838,7106.2,0.06420858005702623,0.05907154997501929
ROSE-1000L1-R12-rose.aln.true,minclusters,0.6925239562988281,1171.130883693695,6273.8,0.056003316608700726,0.037284194924506964
ROSE-1000L1-R13-rose.aln.true,minclusters,0.772632360458374,1345.1461567878723,7133.1,0.08911256104523624,0.07745468179330395
ROSE-1000L1-R14-rose.aln.true,minclusters,0.6695084571838379,1136.6790256500244,6614.5,0.05354016144020135,0.05112138628112395
ROSE-1000L1-R15-rose.aln.true,minclusters,0.7288389205932617,1172.3965680599213,7250.6,0.06731492222607383,0.06292368044052743
ROSE-1000L1-R16-rose.aln.true,minclusters,0.7357230186462402,1291.036248922348,6848.7,0.051400237355335165,0.048393140063463846
ROSE-1000L1-R17-rose.aln.true,minclusters,13.436284303665161,1253.2000894546509,7131.2,0.07294112436184341,0.05859135919881897
ROSE-1000L1-R18-rose.aln.true,minclusters,0.6303493976593018,1217.850457906723,5856.9,0.04574487461018506,0.04397220270069502
ROSE-1000L1-R19-rose.aln.true,minclusters,0.6711575984954834,1089.1794147491455,5953.8,0.047777289475938955,0.04563371112018044
ROSE-1000L1-R1-rose.aln.true,minclusters,0.7378959655761719,1208.3669407367706,7245.8,0.05589929563715246,0.05128279065660013
ROSE-1000L1-R2-rose.aln.true,minclusters,0.769127368927002,1076.489305973053,3435.0,0.05562911835819184,0.049259502276863376
ROSE-1000L1-R3-rose.aln.true,minclusters,1.0065996646881104,1523.350769519806,8093.9,0.09459465227226649,0.08427415475058608
ROSE-1000L1-R4-rose.aln.true,minclusters,0.739433765411377,1220.6010699272156,6642.7,0.056336232053623925,0.053198954509469765
ROSE-1000L1-R5-rose.aln.true,minclusters,0.6844120025634766,1134.0786209106445,6254.4,0.03926346741204978,0.036752633551344616
ROSE-1000L1-R6-rose.aln.true,minclusters,0.6972086429595947,1302.1619937419891,6416.0,0.09046727008444466,0.08458837376574746
ROSE-1000L1-R7-rose.aln.true,minclusters,0.6642544269561768,987.9062259197235,2779.3,0.06357276750995677,0.05850674416554402
ROSE-1000L1-R8-rose.aln.true,minclusters,0.7541332244873047,1530.799469947815,8140.6,0.099068781369265,0.09270614578001135
ROSE-1000L1-R9-rose.aln.true,minclusters,0.6604187488555908,1294.1559281349182,6974.0,0.05553740876176716,0.053352190464960425
ROSE-1000L2-R0-rose.aln.true,minclusters,3.372302293777466,1307.7738201618195,6434.7,0.044378880121755504,0.03342911197271403
ROSE-1000L2-R10-rose.aln.true,minclusters,0.6519801616668701,1110.9763367176056,5937.2,0.03643227463145926,0.03450212989892809
ROSE-1000L2-R11-rose.aln.true,minclusters,0.5990772247314453,1066.4626529216766,2663.6,0.026492536592773952,0.026124483812106858
ROSE-1000L2-R12-rose.aln.true,minclusters,0.7088673114776611,1409.145198583603,6602.9,0.04387407647229169,0.03963850664578772
ROSE-1000L2-R13-rose.aln.true,minclusters,0.9304502010345459,1351.0699627399445,6675.1,0.04259514650302887,0.037269400124903096
ROSE-1000L2-R14-rose.aln.true,minclusters,0.6326267719268799,1103.7583894729614,5514.1,0.020870769702636682,0.020076381611903837
ROSE-1000L2-R15-rose.aln.true,minclusters,0.645592212677002,1106.2317323684692,5693.3,0.028744896114827667,0.025461730786703107
ROSE-1000L2-R16-rose.aln.true,minclusters,0.6830759048461914,1137.2184038162231,5472.6,0.047389722296550696,0.0449671380943647
ROSE-1000L2-R17-rose.aln.true,minclusters,0.6265013217926025,1081.922649860382,2637.9,0.028791424419201128,0.02801409898713203
ROSE-1000L2-R18-rose.aln.true,minclusters,0.5817937850952148,1055.0209391117096,4579.1,0.01146406101205888,0.011258844711548588
ROSE-1000L2-R19-rose.aln.true,minclusters,0.6334044933319092,1137.3696522712708,5908.1,0.028729738853186526,0.028029136444817304
ROSE-1000L2-R1-rose.aln.true,minclusters,0.6343801021575928,1202.215574502945,4886.3,0.013811454587887129,0.012756460486378463
ROSE-1000L2-R2-rose.aln.true,minclusters,0.703925371170044,1434.9697959423065,7625.0,0.06110708647035301,0.05832191856298552
ROSE-1000L2-R3-rose.aln.true,minclusters,0.6454808712005615,1126.543565750122,2700.4,0.03536616540466486,0.03396502956037606
ROSE-1000L2-R4-rose.aln.true,minclusters,0.6868801116943359,1283.6099274158478,6686.0,0.02713444442918944,0.025204469924819506
