RV100_BBA0039,minclusters,8.294363975524902,398.93793392181396,,
RV100_BBA0039,fm,108.02029752731323,110.44919037818909,,
RV100_BBA0039,mwtgreedy,1.2378449440002441,3.9170002937316895,,
RV100_BBA0039,rg,3.3390722274780273,5.715474605560303,,
RV100_BBA0039,mwtsearch,2.5233120918273926,6.230733871459961,,
RV100_BBA0039,cp,0.18751192092895508,46.75287079811096,,
RV100_BBA0039,cp,8.74925947189331,0.015780210494995117,,
RV100_BBA0039,cp,,1.4941680431365967,,
RV100_BBA0039,cp,,1.4647254943847656,,
RV100_BBA0039,cp,,1.4474382400512695,,
RV100_BBA0039,cp,,1.4796581268310547,,
RV100_BBA0039,cp,,1.3848857879638672,,
RV100_BBA0039,cp,,0.4036905765533447,,
RV100_BBA0039,cp,,2.1234829425811768,,
RV100_BBA0039,cp,,7.701385736465454,,
RV100_BBA0039,cp,,4.185006856918335,,
RV100_BBA0039,cp,,831.2689430713654,,
RV100_BBA0039,cp,,5.541377305984497,,
RV100_BBA0039,cp,,1296.5348432064056,,
RV100_BBA0039,cp,,2318.363580942154,,
RV100_BBA0039,cp,,3227.1825547218323,,
RV100_BBA0039,cp,,3289.6539051532745,,
RV100_BBA0039,minclusters,,11.594106435775757,,
RV100_BBA0067,minclusters,7.1381683349609375,958.0003657341003,,
RV100_BBA0067,fm,22.26904606819153,26.793744325637817,,
RV100_BBA0067,mwtgreedy,0.8825860023498535,5.194731712341309,,
RV100_BBA0067,rg,10.949486494064331,15.33664321899414,,
RV100_BBA0067,mwtsearch,1.5736734867095947,5.838763236999512,,
RV100_BBA0081,minclusters,377.7030336856842,2210.502774477005,,
RV100_BBA0081,fm,50.55340337753296,64.95314812660217,,
RV100_BBA0081,mwtgreedy,2.161970615386963,15.490558862686157,,
RV100_BBA0081,rg,39.148667335510254,52.77818465232849,,
RV100_BBA0081,mwtsearch,1434.734962940216,1447.9966909885406,,
RV100_BBA0101,minclusters,40.046833992004395,1524.8551275730133,,
RV100_BBA0101,fm,82.26593017578125,88.79933595657349,,
RV100_BBA0101,mwtgreedy,2.3572566509246826,8.996216773986816,,
RV100_BBA0101,rg,17.242448091506958,23.960204124450684,,
RV100_BBA0101,mwtsearch,277.9770612716675,284.6916878223419,,
RV100_BBA0117,minclusters,0.029805898666381836,16.087881803512573,,
RV100_BBA0117,fm,1.3823318481445312,2.2844536304473877,,
RV100_BBA0117,mwtgreedy,0.06332921981811523,0.49469685554504395,,
RV100_BBA0117,rg,0.18987822532653809,0.6680245399475098,,
RV100_BBA0117,mwtsearch,0.06639528274536133,0.5070896148681641,,
RV100_BBA0134,minclusters,574.4422791004181,1510.7477781772614,,
RV100_BBA0134,fm,282.635621547699,291.81563806533813,,
RV100_BBA0134,mwtgreedy,7.474011659622192,19.594647884368896,,
RV100_BBA0134,rg,26.73981475830078,37.03805232048035,,
RV100_BBA0134,mwtsearch,3424.1353912353516,3433.4621698856354,,
RV100_BBA0154,minclusters,8.728658437728882,752.00634598732,,
RV100_BBA0154,fm,10.587188005447388,11.799717426300049,,
RV100_BBA0154,mwtgreedy,0.3506743907928467,1.4463868141174316,,
RV100_BBA0154,rg,1.6824374198913574,2.7537858486175537,,
RV100_BBA0154,mwtsearch,0.490156888961792,1.56404447555542,,
RV100_BBA0190,minclusters,8.83545184135437,1947.6699769496918,,
RV100_BBA0190,fm,26.49759006500244,28.10512638092041,,
RV100_BBA0190,mwtgreedy,0.6300711631774902,2.1391992568969727,,
RV100_BBA0190,rg,2.0546672344207764,4.089838743209839,,
RV100_BBA0190,mwtsearch,0.8918535709381104,2.311448812484741,,
